Address,Value,Instruction
0x0710,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0712,0x0702,Instruction::Jump(0x0702)
0x0714,0x3202,Instruction::Conditional(0x1202)
0x0716,0x0021,Instruction::Jump(0x0021)
0x0718,0x6180,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x071A,0x6181,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x071C,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x071E,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0720,0x435E,Instruction::Call(0x035E)
0x0722,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0724,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0726,0x0714,Instruction::Jump(0x0714)
0x0728,0x3202,Instruction::Conditional(0x1202)
0x072A,0x0040,Instruction::Jump(0x0040)
0x072C,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x072E,0x435E,Instruction::Call(0x035E)
0x0730,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0732,0x6180,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0734,0x7C0C,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 0 })
0x0736,0x0728,Instruction::Jump(0x0728)
0x0738,0x6305,Instruction::ALU(AluAttributes { opcode: OpTandN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: 1 })
0x073A,0x756F,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: -1 })
0x073C,0x746E,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: -2 })
0x073E,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x0740,0x416B,Instruction::Call(0x016B)
0x0742,0x6180,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0744,0x0183,Instruction::Jump(0x0183)
0x0746,0x0738,Instruction::Jump(0x0738)
0x0748,0x6804,Instruction::ALU(AluAttributes { opcode: OpNleT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: 0 })
0x074A,0x7265,Instruction::ALU(AluAttributes { opcode: OpTplusN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: 1 })
0x074C,0x0065,Instruction::Jump(0x0065)
0x074E,0xBEAC,Instruction::Literal(0x3EAC)
0x0750,0x7C0C,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 0 })
0x0752,0x0748,Instruction::Jump(0x0748)
0x0754,0x6107,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x0756,0x696C,Instruction::ALU(AluAttributes { opcode: OpNrshiftT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: 0 })
0x0758,0x6E67,Instruction::ALU(AluAttributes { opcode: OpDepth, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: -1 })
0x075A,0x6465,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: 1 })
0x075C,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x075E,0x8000,Instruction::Literal(0x0000)
0x0760,0x8002,Instruction::Literal(0x0002)
0x0762,0x42C0,Instruction::Call(0x02C0)
0x0764,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0766,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x0768,0x23B8,Instruction::Conditional(0x03B8)
0x076A,0x8002,Instruction::Literal(0x0002)
0x076C,0x6180,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x076E,0x4296,Instruction::Call(0x0296)
0x0770,0x720F,Instruction::ALU(AluAttributes { opcode: OpTplusN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0772,0x0754,Instruction::Jump(0x0754)
0x0774,0x6105,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: 1 })
0x0776,0x696C,Instruction::ALU(AluAttributes { opcode: OpNrshiftT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: 0 })
0x0778,0x6E67,Instruction::ALU(AluAttributes { opcode: OpDepth, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: -1 })
0x077A,0x43A7,Instruction::Call(0x03A7)
0x077C,0x43AE,Instruction::Call(0x03AE)
0x077E,0xBEAC,Instruction::Literal(0x3EAC)
0x0780,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0782,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0784,0x0774,Instruction::Jump(0x0774)
0x0786,0x7003,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0788,0x6461,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: 1 })
0x078A,0x43A7,Instruction::Call(0x03A7)
0x078C,0x8050,Instruction::Literal(0x0050)
0x078E,0x6203,Instruction::ALU(AluAttributes { opcode: OpTplusN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0790,0x03AE,Instruction::Jump(0x03AE)
0x0792,0x0786,Instruction::Jump(0x0786)
0x0794,0x4008,Instruction::Call(0x0008)
0x0796,0x7865,Instruction::ALU(AluAttributes { opcode: OpNleT, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: 1 })
0x0798,0x6365,Instruction::ALU(AluAttributes { opcode: OpTandN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: 1 })
0x079A,0x7475,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: 1 })
0x079C,0x0065,Instruction::Jump(0x0065)
0x079E,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x07A0,0x426A,Instruction::Call(0x026A)
0x07A2,0x23D3,Instruction::Conditional(0x03D3)
0x07A4,0x0178,Instruction::Jump(0x0178)
0x07A6,0x700C,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 0 })
0x07A8,0x0794,Instruction::Jump(0x0794)
0x07AA,0x6604,Instruction::ALU(AluAttributes { opcode: OpNotT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: 0 })
0x07AC,0x6C69,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -2, d_dir: 1 })
0x07AE,0x006C,Instruction::Jump(0x006C)
0x07B0,0x6180,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x07B2,0x6147,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x07B4,0x6180,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x07B6,0x03DF,Instruction::Jump(0x03DF)
0x07B8,0x427F,Instruction::Call(0x027F)
0x07BA,0x4192,Instruction::Call(0x0192)
0x07BC,0x416B,Instruction::Call(0x016B)
0x07BE,0x6B81,Instruction::ALU(AluAttributes { opcode: OpR, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x07C0,0x23E5,Instruction::Conditional(0x03E5)
0x07C2,0x6B8D,Instruction::ALU(AluAttributes { opcode: OpR, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 1 })
0x07C4,0x6A00,Instruction::ALU(AluAttributes { opcode: OpTminus1, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x07C6,0x6147,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x07C8,0x03DC,Instruction::Jump(0x03DC)
0x07CA,0x6B8D,Instruction::ALU(AluAttributes { opcode: OpR, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 1 })
0x07CC,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x07CE,0x0279,Instruction::Jump(0x0279)
0x07D0,0x07AA,Instruction::Jump(0x07AA)
0x07D2,0x6505,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: 1 })
0x07D4,0x6172,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x07D6,0x6573,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x07D8,0x8000,Instruction::Literal(0x0000)
0x07DA,0x03D8,Instruction::Jump(0x03D8)
0x07DC,0x07D2,Instruction::Jump(0x07D2)
0x07DE,0x6405,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: 1 })
0x07E0,0x6769,Instruction::ALU(AluAttributes { opcode: OpNeqT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -2, d_dir: 1 })
0x07E2,0x7469,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: -2, d_dir: 1 })
0x07E4,0x8009,Instruction::Literal(0x0009)
0x07E6,0x6181,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x07E8,0x6803,Instruction::ALU(AluAttributes { opcode: OpNleT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x07EA,0x8007,Instruction::Literal(0x0007)
0x07EC,0x6303,Instruction::ALU(AluAttributes { opcode: OpTandN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x07EE,0x6203,Instruction::ALU(AluAttributes { opcode: OpTplusN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x07F0,0x8030,Instruction::Literal(0x0030)
0x07F2,0x720F,Instruction::ALU(AluAttributes { opcode: OpTplusN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x07F4,0x07DE,Instruction::Jump(0x07DE)
0x07F6,0x6507,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x07F8,0x7478,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: -2, d_dir: 0 })
0x07FA,0x6172,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x07FC,0x7463,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x07FE,0x8000,Instruction::Literal(0x0000)
0x0800,0x6180,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0802,0x42C0,Instruction::Call(0x02C0)
0x0804,0x6180,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0806,0x03F2,Instruction::Jump(0x03F2)
0x0808,0x07F6,Instruction::Jump(0x07F6)
0x080A,0x3C02,Instruction::Conditional(0x1C02)
0x080C,0x0023,Instruction::Jump(0x0023)
0x080E,0x43C5,Instruction::Call(0x03C5)
0x0810,0xBE8E,Instruction::Literal(0x3E8E)
0x0812,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0814,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0816,0x080A,Instruction::Jump(0x080A)
0x0818,0x6804,Instruction::ALU(AluAttributes { opcode: OpNleT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: 0 })
0x081A,0x6C6F,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: -1 })
0x081C,0x0064,Instruction::Jump(0x0064)
0x081E,0xBE8E,Instruction::Literal(0x3E8E)
0x0820,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0822,0x6A00,Instruction::ALU(AluAttributes { opcode: OpTminus1, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0824,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x0826,0xBE8E,Instruction::Literal(0x3E8E)
0x0828,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x082A,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x082C,0x0192,Instruction::Jump(0x0192)
0x082E,0x0818,Instruction::Jump(0x0818)
0x0830,0x2301,Instruction::Conditional(0x0301)
0x0832,0xBE80,Instruction::Literal(0x3E80)
0x0834,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0836,0x43FF,Instruction::Call(0x03FF)
0x0838,0x040F,Instruction::Jump(0x040F)
0x083A,0x0830,Instruction::Jump(0x0830)
0x083C,0x2302,Instruction::Conditional(0x0302)
0x083E,0x0073,Instruction::Jump(0x0073)
0x0840,0x4419,Instruction::Call(0x0419)
0x0842,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x0844,0x2424,Instruction::Conditional(0x0424)
0x0846,0x0420,Instruction::Jump(0x0420)
0x0848,0x700C,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 0 })
0x084A,0x083C,Instruction::Jump(0x083C)
0x084C,0x7304,Instruction::ALU(AluAttributes { opcode: OpTandN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: 0 })
0x084E,0x6769,Instruction::ALU(AluAttributes { opcode: OpNeqT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -2, d_dir: 1 })
0x0850,0x006E,Instruction::Jump(0x006E)
0x0852,0x4139,Instruction::Call(0x0139)
0x0854,0x242D,Instruction::Conditional(0x042D)
0x0856,0x802D,Instruction::Literal(0x002D)
0x0858,0x040F,Instruction::Jump(0x040F)
0x085A,0x700C,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 0 })
0x085C,0x084C,Instruction::Jump(0x084C)
0x085E,0x2302,Instruction::Conditional(0x0302)
0x0860,0x003E,Instruction::Jump(0x003E)
0x0862,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0864,0xBE8E,Instruction::Literal(0x3E8E)
0x0866,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0868,0x43C5,Instruction::Call(0x03C5)
0x086A,0x6181,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x086C,0x0296,Instruction::Jump(0x0296)
0x086E,0x085E,Instruction::Jump(0x085E)
0x0870,0x7303,Instruction::ALU(AluAttributes { opcode: OpTandN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0872,0x7274,Instruction::ALU(AluAttributes { opcode: OpTplusN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: 0 })
0x0874,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x0876,0x6147,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x0878,0x429B,Instruction::Call(0x029B)
0x087A,0x4407,Instruction::Call(0x0407)
0x087C,0x4420,Instruction::Call(0x0420)
0x087E,0x6B8D,Instruction::ALU(AluAttributes { opcode: OpR, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 1 })
0x0880,0x4429,Instruction::Call(0x0429)
0x0882,0x0431,Instruction::Jump(0x0431)
0x0884,0x0870,Instruction::Jump(0x0870)
0x0886,0x6803,Instruction::ALU(AluAttributes { opcode: OpNleT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0888,0x7865,Instruction::ALU(AluAttributes { opcode: OpNleT, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: 1 })
0x088A,0x8010,Instruction::Literal(0x0010)
0x088C,0xBE80,Instruction::Literal(0x3E80)
0x088E,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0890,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0892,0x0886,Instruction::Jump(0x0886)
0x0894,0x6407,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x0896,0x6365,Instruction::ALU(AluAttributes { opcode: OpTandN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: 1 })
0x0898,0x6D69,Instruction::ALU(AluAttributes { opcode: OpNlshiftT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -2, d_dir: 1 })
0x089A,0x6C61,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: 1 })
0x089C,0x800A,Instruction::Literal(0x000A)
0x089E,0xBE80,Instruction::Literal(0x3E80)
0x08A0,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x08A2,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x08A4,0x0894,Instruction::Jump(0x0894)
0x08A6,0x6406,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: -2 })
0x08A8,0x6769,Instruction::ALU(AluAttributes { opcode: OpNeqT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -2, d_dir: 1 })
0x08AA,0x7469,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: -2, d_dir: 1 })
0x08AC,0x003F,Instruction::Jump(0x003F)
0x08AE,0x6147,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x08B0,0x8030,Instruction::Literal(0x0030)
0x08B2,0x4296,Instruction::Call(0x0296)
0x08B4,0x8009,Instruction::Literal(0x0009)
0x08B6,0x6181,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x08B8,0x6803,Instruction::ALU(AluAttributes { opcode: OpNleT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x08BA,0x246A,Instruction::Conditional(0x046A)
0x08BC,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x08BE,0x8020,Instruction::Literal(0x0020)
0x08C0,0x4142,Instruction::Call(0x0142)
0x08C2,0x2464,Instruction::Conditional(0x0464)
0x08C4,0x8020,Instruction::Literal(0x0020)
0x08C6,0x4296,Instruction::Call(0x0296)
0x08C8,0x8007,Instruction::Literal(0x0007)
0x08CA,0x4296,Instruction::Call(0x0296)
0x08CC,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x08CE,0x800A,Instruction::Literal(0x000A)
0x08D0,0x6803,Instruction::ALU(AluAttributes { opcode: OpNleT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x08D2,0x6403,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x08D4,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x08D6,0x6B8D,Instruction::ALU(AluAttributes { opcode: OpR, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 1 })
0x08D8,0x7F0F,Instruction::ALU(AluAttributes { opcode: OpNuleT, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x08DA,0x08A6,Instruction::Jump(0x08A6)
0x08DC,0x6E07,Instruction::ALU(AluAttributes { opcode: OpDepth, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x08DE,0x6D75,Instruction::ALU(AluAttributes { opcode: OpNlshiftT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: 1 })
0x08E0,0x6562,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x08E2,0x3F72,Instruction::Conditional(0x1F72)
0x08E4,0xBE80,Instruction::Literal(0x3E80)
0x08E6,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x08E8,0x6147,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x08EA,0x8000,Instruction::Literal(0x0000)
0x08EC,0x6181,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x08EE,0x439F,Instruction::Call(0x039F)
0x08F0,0x6181,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x08F2,0x4183,Instruction::Call(0x0183)
0x08F4,0x8024,Instruction::Literal(0x0024)
0x08F6,0x6703,Instruction::ALU(AluAttributes { opcode: OpNeqT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x08F8,0x2482,Instruction::Conditional(0x0482)
0x08FA,0x4445,Instruction::Call(0x0445)
0x08FC,0x6180,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x08FE,0x416B,Instruction::Call(0x016B)
0x0900,0x6180,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0902,0x6A00,Instruction::ALU(AluAttributes { opcode: OpTminus1, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0904,0x6181,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x0906,0x4183,Instruction::Call(0x0183)
0x0908,0x802D,Instruction::Literal(0x002D)
0x090A,0x6703,Instruction::ALU(AluAttributes { opcode: OpNeqT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x090C,0x6147,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x090E,0x6180,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0910,0x6B81,Instruction::ALU(AluAttributes { opcode: OpR, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
